,Date,ClientCode,symbol,exp,strk_x,opt,bfLong,bfShort,dayBq,daySQ,SettlementP,NetQ,Token,ins,strk_y,strk1
0,23 JAN 2023,6405,NIFTY,20230223,16500.0,PE,0,1300,0,500,7.95,-1800,58336,OPTIDX,16500.00,16500.0
1,23 JAN 2023,6405,NIFTY,20230125,18300.0,CE,0,3300,38250,47150,12.1,-12200,55906,OPTIDX,18300.00,18300.0
2,23 JAN 2023,6405,NIFTY,20230125,18200.0,CE,1800,0,64850,67500,38.65,-850,55902,OPTIDX,18200.00,18200.0
3,23 JAN 2023,6405,NIFTY,20230125,18100.0,PE,0,2200,99550,89100,43.8,8250,55899,OPTIDX,18100.00,18100.0
4,23 JAN 2023,SMG002,NIFTY,20230125,18050.0,PE,0,0,150,150,28.75,0,55897,OPTIDX,18050.00,18050.0
5,23 JAN 2023,SPP007,BANKNIFTY,20230125,43000.0,PE,0,0,400,400,269.55,0,55526,OPTIDX,43000.00,43000.0
6,23 JAN 2023,SSM101,RELIANCE,20230125,2500.0,CE,250,0,0,0,2.4,250,148463,OPTSTK,2500.00,2500.0
7,23 JAN 2023,SSM101,TATAPOWER,20230125,200.0,CE,3375,0,0,0,7.4,3375,151129,OPTSTK,200.00,200.0
8,23 JAN 2023,SSM101,NIFTY,20230125,0.0, ,50,0,0,0,18148.15,50,35048,FUTIDX, ,0.0
9,23 JAN 2023,SSM101,BANKNIFTY,20230125,42500.0,CE,0,25,0,0,436.7,-25,55514,OPTIDX,42500.00,42500.0
10,23 JAN 2023,SSM171,ACC,20230223,2200.0,PE,0,0,0,250,24.7,-250,59913,OPTSTK,2200.00,2200.0
11,23 JAN 2023,SSM171,FEDERALBNK,20230223,130.0,CE,0,0,5000,0,8.55,5000,76022,OPTSTK,130.00,130.0
12,23 JAN 2023,SSM171,FEDERALBNK,20230223,145.0,CE,0,0,0,5000,1.9,-5000,76121,OPTSTK,145.00,145.0
13,23 JAN 2023,SSM171,LTIM,20230125,4400.0,CE,150,0,0,150,35.7,0,120527,OPTSTK,4400.00,4400.0
14,23 JAN 2023,SSM171,NIFTY,20230223,18300.0,PE,100,0,50,50,312.45,100,58473,OPTIDX,18300.00,18300.0
15,23 JAN 2023,SSM189,GODREJPROP,20230223,1200.0,CE,0,0,425,0,87.8,425,77867,OPTSTK,1200.00,1200.0
16,23 JAN 2023,SSM189,KOTAKBANK,20230125,1800.0,CE,400,0,0,0,8.1,400,119099,OPTSTK,1800.00,1800.0
17,23 JAN 2023,SSM189,NIFTY,20230125,18000.0,CE,0,150,150,0,165.25,0,55894,OPTIDX,18000.00,18000.0
18,23 JAN 2023,SSY333,TATAMOTORS,20230125,400.0,CE,1425,0,0,1425,10.0,0,150881,OPTSTK,400.00,400.0
19,23 JAN 2023,SSY333,NIFTY,20230223,18000.0,CE,0,0,0,50,415.75,-50,58452,OPTIDX,18000.00,18000.0
20,23 JAN 2023,SV008,HINDUNILVR,20230125,2600.0,CE,300,0,0,300,11.0,0,106089,OPTSTK,2600.00,2600.0
21,23 JAN 2023,TG0320,RELIANCE,20230223,0.0, ,250,0,500,0,2447.4,750,57701,FUTSTK, ,0.0
22,23 JAN 2023,TG0321,NIFTY,20230629,17000.0,PE,200,0,0,0,203.15,200,45847,OPTIDX,17000.00,17000.0
23,23 JAN 2023,TM0001,BANKNIFTY,20230125,43300.0,CE,0,0,50,50,43.25,0,55534,OPTIDX,43300.00,43300.0
24,23 JAN 2023,TM0001,BANKNIFTY,20230125,40100.0,PE,0,0,100,100,3.8,0,55441,OPTIDX,40100.00,40100.0
25,23 JAN 2023,TM0001,BANKNIFTY,20230125,42300.0,PE,0,0,50,50,43.75,0,55511,OPTIDX,42300.00,42300.0
26,23 JAN 2023,TM0001,BANKNIFTY,20230125,40300.0,PE,0,0,100,100,4.0,0,55445,OPTIDX,40300.00,40300.0
27,23 JAN 2023,V03036,BANKNIFTY,20230125,42800.0,PE,0,0,50,50,169.7,0,55521,OPTIDX,42800.00,42800.0
28,23 JAN 2023,V03085,BANKNIFTY,20230125,43000.0,PE,0,0,50,50,269.55,0,55526,OPTIDX,43000.00,43000.0
29,23 JAN 2023,V11020,RELIANCE,20230223,2300.0,PE,250,0,0,0,15.95,250,103621,OPTSTK,2300.00,2300.0
30,23 JAN 2023,V11033,BANKNIFTY,20230125,43000.0,CE,0,0,100,100,129.9,0,55525,OPTIDX,43000.00,43000.0
31,23 JAN 2023,V18034,BANKNIFTY,20230125,43000.0,CE,0,0,25,25,129.9,0,55525,OPTIDX,43000.00,43000.0
32,23 JAN 2023,V18034,BANKNIFTY,20230125,42800.0,PE,0,0,25,25,169.7,0,55521,OPTIDX,42800.00,42800.0
33,23 JAN 2023,VJ445,BANKNIFTY,20230125,43000.0,PE,0,0,25,25,269.55,0,55526,OPTIDX,43000.00,43000.0
34,23 JAN 2023,VRM148,MOTHERSON,20230223,0.0, ,54000,0,0,0,73.9,54000,57673,FUTSTK, ,0.0
35,23 JAN 2023,6405,SHREECEM,20230125,23500.0,PE,0,0,1100,1100,513.95,0,149578,OPTSTK,23500.00,23500.0
36,23 JAN 2023,6405,SHRIRAMFIN,20230125,1400.0,CE,0,0,4200,21000,0.4,-16800,150065,OPTSTK,1400.00,1400.0
37,23 JAN 2023,6405,SRF,20230125,2100.0,PE,0,375,0,0,8.4,-375,149930,OPTSTK,2100.00,2100.0
38,23 JAN 2023,6405,SRF,20230125,2150.0,CE,0,2625,375,0,6.75,-2250,149931,OPTSTK,2150.00,2150.0
39,23 JAN 2023,6405,SUNPHARMA,20230125,1030.0,CE,2800,0,0,0,18.55,2800,150215,OPTSTK,1030.00,1030.0
40,23 JAN 2023,6405,SUNPHARMA,20230125,1040.0,PE,0,0,43400,31500,1.95,11900,150218,OPTSTK,1040.00,1040.0
41,23 JAN 2023,A0042,UBL,20230125,1600.0,PE,0,400,0,0,22.3,-400,153190,OPTSTK,1600.00,1600.0
42,23 JAN 2023,A0042,UPL,20230223,680.0,PE,0,2600,2600,0,2.1,0,123512,OPTSTK,680.00,680.0
43,23 JAN 2023,A0042,VEDL,20230223,310.0,PE,0,4000,0,0,4.9,-4000,41448,OPTSTK,310.00,310.0
44,23 JAN 2023,A0042,VEDL,20230125,330.0,CE,0,2000,2000,0,2.4,0,41185,OPTSTK,330.00,330.0
45,23 JAN 2023,A0042,WIPRO,20230223,380.0,PE,0,3000,0,0,1.7,-3000,124264,OPTSTK,380.00,380.0
46,23 JAN 2023,A0042,BANKNIFTY,20230125,0.0, ,500,0,0,0,42861.95,500,35047,FUTIDX, ,0.0
47,23 JAN 2023,A0042,BANKNIFTY,20230202,42000.0,PE,0,0,0,600,163.65,-600,49385,OPTIDX,42000.00,42000.0
48,23 JAN 2023,A0044,NIFTY,20230329,18000.0,PE,0,50,0,0,272.35,-50,57273,OPTIDX,18000.00,18000.0
49,23 JAN 2023,A0045,TATAPOWER,20230223,0.0, ,3375,0,0,0,208.55,3375,57717,FUTSTK, ,0.0
50,23 JAN 2023,A0103,BANDHANBNK,20230125,0.0, ,3600,0,0,0,247.75,3600,38903,FUTSTK, ,0.0
51,23 JAN 2023,A0119,BANKBARODA,20230223,165.0,PE,0,5850,0,0,1.45,-5850,64483,OPTSTK,165.00,165.0
52,23 JAN 2023,A0119,TATAMOTORS,20230125,375.0,PE,0,11400,0,0,0.1,-11400,150872,OPTSTK,375.00,375.0
53,23 JAN 2023,A0240,BANKNIFTY,20230125,40000.0,PE,0,7400,0,0,3.75,-7400,55435,OPTIDX,40000.00,40000.0
54,23 JAN 2023,A0245,BANKNIFTY,20230125,41700.0,PE,0,200,200,0,10.9,0,55495,OPTIDX,41700.00,41700.0
55,23 JAN 2023,A0316,APOLLOHOSP,20230125,0.0, ,250,0,0,0,4331.6,250,36578,FUTSTK, ,0.0
56,23 JAN 2023,A0355,ADANIPORTS,20230223,0.0, ,9375,0,0,0,775.1,9375,48789,FUTSTK, ,0.0
57,23 JAN 2023,A0374,RECLTD,20230125,0.0, ,16000,0,0,0,124.55,16000,55269,FUTSTK, ,0.0
58,23 JAN 2023,A0374,BANDHANBNK,20230125,250.0,CE,3600,0,0,0,2.3,3600,75686,OPTSTK,250.00,250.0
59,23 JAN 2023,A0654,TCS,20230125,3525.0,CE,175,0,0,0,0.95,175,151523,OPTSTK,3525.00,3525.0
60,23 JAN 2023,A1381,BANKNIFTY,20230125,41700.0,CE,0,0,25,25,1165.3,0,55494,OPTIDX,41700.00,41700.0
61,23 JAN 2023,A1528,BANKNIFTY,20230125,42800.0,CE,0,0,0,500,229.5,-500,55520,OPTIDX,42800.00,42800.0
62,23 JAN 2023,A1528,NIFTY,20230125,18200.0,CE,0,1000,0,0,38.65,-1000,55902,OPTIDX,18200.00,18200.0
63,23 JAN 2023,A1528,NIFTY,20230125,17900.0,CE,0,1000,0,0,253.85,-1000,55890,OPTIDX,17900.00,17900.0
64,23 JAN 2023,A1616,ASHOKLEY,20230125,0.0, ,0,5000,0,0,147.2,-5000,36794,FUTSTK, ,0.0
65,23 JAN 2023,A1616,BAJFINANCE,20230125,0.0, ,750,0,0,0,5875.0,750,38798,FUTSTK, ,0.0
66,23 JAN 2023,A1616,MOTHERSON,20230125,0.0, ,108000,0,0,0,73.4,108000,52409,FUTSTK, ,0.0
67,23 JAN 2023,A1616,MCDOWELL-N,20230125,0.0, ,5000,0,0,0,828.75,5000,51098,FUTSTK, ,0.0
68,23 JAN 2023,A1616,BANDHANBNK,20230125,230.0,PE,0,1800,0,0,0.25,-1800,75661,OPTSTK,230.00,230.0
69,23 JAN 2023,A1675,BANKNIFTY,20230125,41900.0,PE,0,200,200,0,15.8,0,55499,OPTIDX,41900.00,41900.0
70,23 JAN 2023,A1675,BANKNIFTY,20230125,43200.0,CE,3400,0,0,3600,64.45,-200,55532,OPTIDX,43200.00,43200.0
71,23 JAN 2023,A1675,BANKNIFTY,20230125,42600.0,CE,0,200,0,0,361.25,-200,55516,OPTIDX,42600.00,42600.0
72,23 JAN 2023,A1675,BANKNIFTY,20230125,42100.0,PE,0,200,3600,600,25.2,2800,55506,OPTIDX,42100.00,42100.0
73,23 JAN 2023,A1675,BANKNIFTY,20230125,42000.0,CE,0,200,0,0,877.5,-200,55500,OPTIDX,42000.00,42000.0
74,23 JAN 2023,A1675,BANKNIFTY,20230125,42400.0,PE,0,200,0,0,58.4,-200,55513,OPTIDX,42400.00,42400.0
75,23 JAN 2023,A1675,BANKNIFTY,20230125,41700.0,PE,0,200,200,0,10.9,0,55495,OPTIDX,41700.00,41700.0
76,23 JAN 2023,A1675,BANKNIFTY,20230125,43000.0,CE,0,200,0,0,129.9,-200,55525,OPTIDX,43000.00,43000.0
77,23 JAN 2023,A1676,BANKNIFTY,20230125,42600.0,CE,25,0,0,0,361.25,25,55516,OPTIDX,42600.00,42600.0
78,23 JAN 2023,A1676,BANKNIFTY,20230125,43000.0,CE,0,0,975,975,129.9,0,55525,OPTIDX,43000.00,43000.0
79,23 JAN 2023,A1676,NIFTY,20230125,18000.0,PE,350,0,0,0,18.65,350,55895,OPTIDX,18000.00,18000.0
80,23 JAN 2023,A1780,PIDILITIND,20230125,0.0, ,250,0,0,0,2416.0,250,55260,FUTSTK, ,0.0
81,23 JAN 2023,A1877,BHARTIARTL,20230125,790.0,CE,950,0,0,0,0.75,950,80593,OPTSTK,790.00,790.0
82,23 JAN 2023,A1877,KOTAKBANK,20230125,1600.0,PE,0,1200,0,0,0.1,-1200,119076,OPTSTK,1600.00,1600.0
83,23 JAN 2023,A1946,NIFTY,20230125,18100.0,PE,0,0,850,0,43.8,850,55899,OPTIDX,18100.00,18100.0
84,23 JAN 2023,A1959,BAJFINANCE,20230223,6500.0,CE,0,2000,0,1000,31.85,-3000,63842,OPTSTK,6500.00,6500.0
85,23 JAN 2023,A1959,ONGC,20230125,130.0,PE,0,3850,0,0,0.05,-3850,55055,OPTSTK,130.00,130.0
86,23 JAN 2023,A1959,RELIANCE,20230223,2400.0,PE,2500,0,0,0,42.15,2500,103631,OPTSTK,2400.00,2400.0
87,23 JAN 2023,A1959,BANKNIFTY,20230125,0.0, ,0,150,0,50,42861.95,-200,35047,FUTIDX, ,0.0
88,23 JAN 2023,A1959,BANKNIFTY,20230223,42000.0,PE,100,0,0,50,383.35,50,57868,OPTIDX,42000.00,42000.0
89,23 JAN 2023,A1959,NIFTY,20230125,18000.0,PE,0,0,7200,7200,18.65,0,55895,OPTIDX,18000.00,18000.0
90,23 JAN 2023,A1959,NIFTY,20230125,17700.0,PE,0,0,14400,0,2.65,14400,55868,OPTIDX,17700.00,17700.0
91,23 JAN 2023,A2000,NIFTY,20230125,18150.0,PE,0,0,50,50,64.75,0,55901,OPTIDX,18150.00,18150.0
92,23 JAN 2023,A2142,BAJAJFINSV,20230125,0.0, ,2000,0,0,0,1335.55,2000,38797,FUTSTK, ,0.0
93,23 JAN 2023,A2142,IEX,20230125,0.0, ,45000,0,0,0,138.95,45000,48214,FUTSTK, ,0.0
94,23 JAN 2023,A2142,TRENT,20230125,0.0, ,800,0,0,0,1179.95,800,55296,FUTSTK, ,0.0
95,23 JAN 2023,A2158,HDFCLIFE,20230125,640.0,CE,0,14300,14300,0,0.1,0,104497,OPTSTK,640.00,640.0
96,23 JAN 2023,A2166,PFC,20230223,0.0, ,0,0,167400,0,152.15,167400,57690,FUTSTK, ,0.0
97,23 JAN 2023,A2166,TATAMOTORS,20230125,0.0, ,1425,0,0,1425,409.05,0,55287,FUTSTK, ,0.0
98,23 JAN 2023,MDS009,BANKNIFTY,20230125,45500.0,CE,0,0,100,100,3.45,0,55595,OPTIDX,45500.00,45500.0
99,23 JAN 2023,MDS010,BANKNIFTY,20230125,45500.0,CE,0,0,100,100,3.45,0,55595,OPTIDX,45500.00,45500.0
100,23 JAN 2023,MDS012,BANKNIFTY,20230125,40000.0,PE,0,0,300,300,3.75,0,55435,OPTIDX,40000.00,40000.0
101,23 JAN 2023,MGAZA017,NIFTY,20231228,19000.0,PE,50,0,0,0,1098.9,50,39970,OPTIDX,19000.00,19000.0
102,23 JAN 2023,MHM01045,BAJAJFINSV,20230125,0.0, ,1000,0,0,0,1335.55,1000,38797,FUTSTK, ,0.0
103,23 JAN 2023,MHM01045,DRREDDY,20230223,0.0, ,125,0,0,0,4364.7,125,48856,FUTSTK, ,0.0
104,23 JAN 2023,MHM01045,HDFC,20230125,0.0, ,300,0,0,0,2740.35,300,48152,FUTSTK, ,0.0
105,23 JAN 2023,MHM01045,HAL,20230223,0.0, ,900,0,0,0,2532.35,900,50567,FUTSTK, ,0.0
106,23 JAN 2023,MHM01045,KOTAKBANK,20230125,0.0, ,400,0,0,0,1788.65,400,48252,FUTSTK, ,0.0
107,23 JAN 2023,MM646,NIFTY,20230125,18100.0,CE,0,200,0,0,90.3,-200,55898,OPTIDX,18100.00,18100.0
108,23 JAN 2023,MMM12002,TATAMOTORS,20230125,450.0,CE,1425,0,0,0,0.1,1425,150901,OPTSTK,450.00,450.0
109,23 JAN 2023,MTJ01010,FINNIFTY,20230124,18800.0,PE,0,0,40,0,17.5,40,57038,OPTIDX,18800.00,18800.0
110,23 JAN 2023,MTJ01010,FINNIFTY,20230124,18750.0,PE,0,0,40,0,9.45,40,57036,OPTIDX,18750.00,18750.0
111,23 JAN 2023,MTJ01013,HDFCBANK,20230125,0.0, ,2200,0,0,0,1671.65,2200,48154,FUTSTK, ,0.0
112,23 JAN 2023,MU1TJPP001,NTPC,20230223,0.0, ,5700,0,0,0,167.75,5700,57682,FUTSTK, ,0.0
113,23 JAN 2023,MU1TJPP001,ULTRACEMCO,20230125,7000.0,CE,3100,0,0,3100,13.3,0,153331,OPTSTK,7000.00,7000.0
114,23 JAN 2023,NK008,BANKNIFTY,20230125,42900.0,PE,50,0,25,75,215.25,0,55524,OPTIDX,42900.00,42900.0
115,23 JAN 2023,NK008,BANKNIFTY,20230125,42900.0,CE,0,0,25,0,175.9,25,55523,OPTIDX,42900.00,42900.0
116,23 JAN 2023,NRD009,BANKNIFTY,20230125,42500.0,PE,1800,0,0,0,77.05,1800,55515,OPTIDX,42500.00,42500.0
117,23 JAN 2023,6405,ACC,20230125,0.0, ,10000,0,0,0,2322.5,10000,35220,FUTSTK, ,0.0
118,23 JAN 2023,6405,ALKEM,20230125,0.0, ,7400,0,3200,6800,3046.6,3800,36360,FUTSTK, ,0.0
119,23 JAN 2023,6405,BANDHANBNK,20230125,0.0, ,1800,0,282600,261000,247.75,23400,38903,FUTSTK, ,0.0
120,23 JAN 2023,6405,NATIONALUM,20230125,0.0, ,330000,0,7500,97500,83.65,240000,52457,FUTSTK, ,0.0
121,23 JAN 2023,6405,NMDC,20230125,0.0, ,13500,0,0,13500,125.75,0,53293,FUTSTK, ,0.0
122,23 JAN 2023,6405,ONGC,20230125,0.0, ,0,34650,3850,7700,151.9,-38500,55253,FUTSTK, ,0.0
123,23 JAN 2023,6405,RBLBANK,20230125,0.0, ,0,5000,170000,165000,167.8,0,55268,FUTSTK, ,0.0
124,23 JAN 2023,6405,SBILIFE,20230125,0.0, ,0,0,4500,4500,1291.3,0,55273,FUTSTK, ,0.0
125,23 JAN 2023,6405,SBICARD,20230125,0.0, ,0,4000,4000,800,769.2,-800,55272,FUTSTK, ,0.0
126,23 JAN 2023,6405,SHREECEM,20230125,0.0, ,0,0,1150,1175,23037.7,-25,55275,FUTSTK, ,0.0
127,23 JAN 2023,6405,TATACHEM,20230125,0.0, ,500,0,0,0,978.15,500,55282,FUTSTK, ,0.0
128,23 JAN 2023,6405,TATACONSUM,20230223,0.0, ,4500,0,0,0,747.0,4500,57715,FUTSTK, ,0.0
129,23 JAN 2023,6405,TITAN,20230125,0.0, ,1125,0,750,750,2370.1,1125,55293,FUTSTK, ,0.0
130,23 JAN 2023,6405,ABB,20230125,2950.0,CE,0,1000,1000,0,20.25,0,56271,OPTSTK,2950.00,2950.0
131,23 JAN 2023,6405,ABFRL,20230125,275.0,CE,0,2600,0,0,0.15,-2600,56729,OPTSTK,275.00,275.0
132,23 JAN 2023,6405,ADANIENT,20230223,3500.0,CE,0,10500,4500,0,95.35,-6000,60094,OPTSTK,3500.00,3500.0
133,23 JAN 2023,6405,ADANIENT,20230223,3700.0,CE,5500,0,0,0,37.5,5500,60102,OPTSTK,3700.00,3700.0
134,23 JAN 2023,6405,ADANIENT,20230223,4000.0,CE,5000,0,0,0,11.7,5000,60114,OPTSTK,4000.00,4000.0
135,23 JAN 2023,6405,ADANIENT,20230125,3500.0,PE,0,0,500,500,72.4,0,58432,OPTSTK,3500.00,3500.0
136,23 JAN 2023,6405,ADANIENT,20230125,3900.0,CE,250,0,0,0,0.6,250,58458,OPTSTK,3900.00,3900.0
137,23 JAN 2023,6405,ALKEM,20230125,3100.0,CE,0,28800,24800,13400,11.9,-17400,59160,OPTSTK,3100.00,3100.0
138,23 JAN 2023,6405,ALKEM,20230125,3300.0,CE,1000,0,0,0,0.05,1000,59196,OPTSTK,3300.00,3300.0
139,23 JAN 2023,6405,ASTRAL,20230125,1950.0,PE,0,0,0,3300,3.45,-3300,71121,OPTSTK,1950.00,1950.0
140,23 JAN 2023,6405,ATUL,20230125,7200.0,PE,0,2550,2400,1200,93.55,-1350,71724,OPTSTK,7200.00,7200.0
141,23 JAN 2023,6405,ATUL,20230125,7500.0,CE,0,150,5925,8625,3.9,-2850,71729,OPTSTK,7500.00,7500.0
142,23 JAN 2023,6405,ATUL,20230125,8200.0,CE,0,225,225,0,0.05,0,71743,OPTSTK,8200.00,8200.0
143,23 JAN 2023,6405,AXISBANK,20230125,900.0,PE,13200,0,0,16800,2.1,-3600,72803,OPTSTK,900.00,900.0
144,23 JAN 2023,6405,AXISBANK,20230125,980.0,CE,0,0,0,2400,1.3,-2400,72849,OPTSTK,980.00,980.0
145,23 JAN 2023,6405,BAJFINANCE,20230125,6500.0,CE,0,2750,625,0,1.15,-2125,74222,OPTSTK,6500.00,6500.0
146,23 JAN 2023,6405,BALRAMCHIN,20230125,410.0,CE,0,313600,60800,11200,0.35,-264000,75586,OPTSTK,410.00,410.0
147,23 JAN 2023,6405,BALRAMCHIN,20230125,420.0,CE,0,1600,1600,0,0.2,0,75588,OPTSTK,420.00,420.0
148,23 JAN 2023,6405,BANDHANBNK,20230223,270.0,CE,0,0,16200,16200,3.25,0,64369,OPTSTK,270.00,270.0
149,23 JAN 2023,6405,VEDL,20230125,0.0, ,62000,0,10000,70000,329.15,2000,55302,FUTSTK, ,0.0
150,23 JAN 2023,6405,ABB,20230125,2750.0,PE,0,250,250,0,0.3,0,56264,OPTSTK,2750.00,2750.0
151,23 JAN 2023,6405,ABFRL,20230125,285.0,CE,0,5200,5200,0,0.05,0,56739,OPTSTK,285.00,285.0
152,23 JAN 2023,6405,ACC,20230125,2380.0,CE,0,0,750,0,2.85,750,57428,OPTSTK,2380.00,2380.0
153,23 JAN 2023,6405,ACC,20230125,2400.0,CE,0,0,1750,3500,2.0,-1750,57430,OPTSTK,2400.00,2400.0
154,23 JAN 2023,6405,ADANIENT,20230125,3350.0,PE,0,0,5000,0,6.45,5000,58393,OPTSTK,3350.00,3350.0
155,23 JAN 2023,6405,ADANIENT,20230125,3650.0,CE,500,0,500,1750,1.35,-750,58437,OPTSTK,3650.00,3650.0
156,23 JAN 2023,6405,APOLLOHOSP,20230125,4100.0,PE,0,1000,250,0,1.1,-750,59560,OPTSTK,4100.00,4100.0
157,23 JAN 2023,6405,APOLLOHOSP,20230125,4700.0,CE,0,625,0,0,1.1,-625,59621,OPTSTK,4700.00,4700.0
158,23 JAN 2023,6405,ALKEM,20230125,3000.0,PE,3400,0,400,1400,13.1,2400,59143,OPTSTK,3000.00,3000.0
159,23 JAN 2023,6405,ALKEM,20230125,3200.0,CE,1600,0,1200,1200,1.0,1600,59190,OPTSTK,3200.00,3200.0
160,23 JAN 2023,6405,ASHOKLEY,20230125,142.5,PE,25000,0,0,25000,0.1,0,68862,OPTSTK,142.50,142.5
161,23 JAN 2023,6405,ASHOKLEY,20230125,145.0,CE,5000,0,0,5000,2.6,0,69118,OPTSTK,145.00,145.0
162,23 JAN 2023,6405,AMBUJACEM,20230125,490.0,PE,0,0,46800,46800,1.65,0,59335,OPTSTK,490.00,490.0
163,23 JAN 2023,6405,AMBUJACEM,20230125,580.0,CE,3600,0,0,0,0.1,3600,59370,OPTSTK,580.00,580.0
164,23 JAN 2023,6405,APOLLOTYRE,20230125,310.0,PE,3500,0,0,3500,0.55,0,62750,OPTSTK,310.00,310.0
165,23 JAN 2023,6405,ASIANPAINT,20230125,2900.0,PE,0,400,0,0,105.3,-400,70985,OPTSTK,2900.00,2900.0
166,23 JAN 2023,6405,ASTRAL,20230125,2000.0,PE,0,0,1375,0,7.75,1375,71123,OPTSTK,2000.00,2000.0
167,23 JAN 2023,6405,ATUL,20230125,6500.0,PE,0,0,300,0,0.05,300,71710,OPTSTK,6500.00,6500.0
168,23 JAN 2023,6405,ATUL,20230125,6900.0,PE,0,0,150,150,11.35,0,71718,OPTSTK,6900.00,6900.0
169,23 JAN 2023,6405,ATUL,20230125,7200.0,CE,0,0,4125,5400,32.2,-1275,71723,OPTSTK,7200.00,7200.0
170,23 JAN 2023,6405,ATUL,20230125,7300.0,PE,0,450,450,0,178.3,0,71726,OPTSTK,7300.00,7300.0
171,23 JAN 2023,6405,ATUL,20230125,7400.0,CE,0,675,1725,300,6.95,750,71727,OPTSTK,7400.00,7400.0
172,23 JAN 2023,6405,AXISBANK,20230125,960.0,CE,0,0,1200,0,3.05,1200,72844,OPTSTK,960.00,960.0
173,23 JAN 2023,6405,BAJFINANCE,20230125,5700.0,PE,0,500,6125,3250,3.45,2375,74207,OPTSTK,5700.00,5700.0
174,23 JAN 2023,6405,BAJAJFINSV,20230125,1400.0,CE,0,500,1500,11000,1.0,-10000,73872,OPTSTK,1400.00,1400.0
175,23 JAN 2023,6405,BALRAMCHIN,20230125,390.0,CE,3200,0,16000,0,2.6,19200,75582,OPTSTK,390.00,390.0
176,23 JAN 2023,6405,BALRAMCHIN,20230125,400.0,CE,0,24000,3200,38400,0.95,-59200,75584,OPTSTK,400.00,400.0
177,23 JAN 2023,6405,BALRAMCHIN,20230125,425.0,CE,1600,0,0,0,0.05,1600,69021,OPTSTK,425.00,425.0
178,23 JAN 2023,6405,BANDHANBNK,20230125,230.0,PE,0,0,30600,52200,0.25,-21600,75661,OPTSTK,230.00,230.0
179,23 JAN 2023,6405,BANDHANBNK,20230125,245.0,CE,0,3600,241200,248400,4.8,-10800,75684,OPTSTK,245.00,245.0
180,23 JAN 2023,6405,BHEL,20230223,100.0,CE,0,42000,0,0,0.35,-42000,66666,OPTSTK,100.00,100.0
181,23 JAN 2023,6405,BHEL,20230125,72.0,PE,52500,0,0,0,0.05,52500,81149,OPTSTK,72.00,72.0
182,23 JAN 2023,A0119,TATAMOTORS,20230125,450.0,CE,0,12825,0,0,0.1,-12825,150901,OPTSTK,450.00,450.0
183,23 JAN 2023,A0119,ZEEL,20230125,280.0,CE,0,6000,0,0,0.05,-6000,154045,OPTSTK,280.00,280.0
184,23 JAN 2023,A0119,NIFTY,20230125,17300.0,PE,0,50,0,0,1.25,-50,55826,OPTIDX,17300.00,17300.0
185,23 JAN 2023,A0191,BANKNIFTY,20230125,42500.0,PE,0,0,100,100,77.05,0,55515,OPTIDX,42500.00,42500.0
186,23 JAN 2023,A0239,BANKNIFTY,20230125,43400.0,CE,0,4500,0,0,28.7,-4500,55536,OPTIDX,43400.00,43400.0
187,23 JAN 2023,A0245,BANKNIFTY,20230125,40400.0,PE,200,0,0,200,4.3,0,55447,OPTIDX,40400.00,40400.0
188,23 JAN 2023,A1381,BANKNIFTY,20230125,42700.0,CE,0,0,475,475,291.55,0,55518,OPTIDX,42700.00,42700.0
189,23 JAN 2023,A1528,BANKNIFTY,20230125,42600.0,CE,0,500,500,0,361.25,0,55516,OPTIDX,42600.00,42600.0
190,23 JAN 2023,A1528,BANKNIFTY,20230125,45000.0,CE,0,2000,0,0,3.65,-2000,55582,OPTIDX,45000.00,45000.0
191,23 JAN 2023,A1528,BANKNIFTY,20230223,43000.0,PE,0,0,0,1000,760.25,-1000,57888,OPTIDX,43000.00,43000.0
192,23 JAN 2023,A1528,NIFTY,20230125,18200.0,PE,0,1000,0,0,92.1,-1000,55903,OPTIDX,18200.00,18200.0
193,23 JAN 2023,A1528,NIFTY,20230125,18100.0,PE,0,2000,2000,0,43.8,0,55899,OPTIDX,18100.00,18100.0
194,23 JAN 2023,A1616,BANDHANBNK,20230125,0.0, ,5400,0,21600,0,247.75,27000,38903,FUTSTK, ,0.0
195,23 JAN 2023,A1616,IDFC,20230125,0.0, ,50000,0,0,50000,87.25,0,48212,FUTSTK, ,0.0
196,23 JAN 2023,A1616,SAIL,20230125,0.0, ,16000,0,0,16000,93.0,0,55271,FUTSTK, ,0.0
197,23 JAN 2023,A1616,UPL,20230125,0.0, ,3900,0,0,0,749.8,3900,55301,FUTSTK, ,0.0
198,23 JAN 2023,A1616,PVR,20230125,1700.0,PE,0,407,407,0,70.1,0,147806,OPTSTK,1700.00,1700.0
199,23 JAN 2023,A1675,BANKNIFTY,20230125,43300.0,CE,0,0,3600,200,43.25,3400,55534,OPTIDX,43300.00,43300.0
200,23 JAN 2023,A1675,BANKNIFTY,20230125,42900.0,PE,0,200,0,0,215.25,-200,55524,OPTIDX,42900.00,42900.0
201,23 JAN 2023,A1675,BANKNIFTY,20230125,42900.0,CE,0,200,400,400,175.9,-200,55523,OPTIDX,42900.00,42900.0
202,23 JAN 2023,A1877,BAJFINANCE,20230125,5500.0,PE,125,0,0,0,1.25,125,74203,OPTSTK,5500.00,5500.0
