,CLIENT_ID,ins_x,symbol,exp,strk,opt,StockName,NetQty,ClPrice,ClAmt,Exposure_Mrg,Span_Mrg,Total_Margin,%_Margin,Token,ins_y,strk1,close
1197,30531,OPTSTK,MARUTI,20230125,8100.00,PE,EO PE MARUTI 25Jan23 8100.0000,200,8318.1,1663620,0.0,0.0,0.0,0.0,121962,OPTSTK,8100.0,63.7
1198,30531,FUTSTK,NATIONALUM,20230125, , ,EF NATIONALUM 25Jan23,45000,85.15,3831750,268222.5,764925.0,1033147.5,26.96,52457,FUTSTK,0.0,85.15
1199,30531,OPTSTK,NATIONALUM,20230125,84.00,CE,EO CE NATIONALUM 25Jan23 84.0000,-82500,85.15,7024875,491741.25,0.0,491741.25,7.0,131021,OPTSTK,84.0,3.15
1200,30531,OPTSTK,NATIONALUM,20230125,74.00,PE,EO PE NATIONALUM 25Jan23 74.0000,-15000,85.15,1277250,89407.5,0.0,89407.5,7.0,131002,OPTSTK,74.0,0.2
1201,30531,OPTSTK,NATIONALUM,20230125,78.00,PE,EO PE NATIONALUM 25Jan23 78.0000,30000,85.15,2554500,0.0,0.0,0.0,0.0,131010,OPTSTK,78.0,0.45
1202,30531,OPTIDX,NIFTY,20230125,16000.00,PE,IO PE NIFTY 25Jan23 16000.0000,1000,17962.95,17962950,0.0,-6220.0,-6220.0,-0.03,55680,OPTIDX,16000.0,3.4
1203,30531,OPTIDX,NIFTY,20230125,16500.00,PE,IO PE NIFTY 25Jan23 16500.0000,3000,17962.95,53888850,0.0,0.0,0.0,0.0,55752,OPTIDX,16500.0,5.2
1204,30531,FUTSTK,RECLTD,20230125, , ,EF RECLTD 25Jan23,56000,122.35,6851600,239806.0,1041040.0,1280846.0,18.69,55269,FUTSTK,0.0,122.35
1205,30531,OPTSTK,RECLTD,20230125,125.00,CE,EO CE RECLTD 25Jan23 125.0000,-120000,122.35,14682000,513870.0,0.0,513870.0,3.5,148325,OPTSTK,125.0,1.65
1206,30532,FUTSTK,IDFCFIRSTB,20230125, , ,EF IDFCFIRSTB 25Jan23,15000,60.1,901500,31552.5,169950.0,201502.5,22.35,48213,FUTSTK,0.0,60.1
