UserID,Symbol,EXPO_Margin,SPAN_Margin,Total_Margin,FUT_MTM,OPT_MTM,FNO_MTM,PRM_MRG,
40171,ACC,789783,3578130,4367913,0,0,0.0,0.0,
40171,ADANIPORTS,1115992,4294350,5410342,0,0,0.0,0.0,
40171,AMBUJACEM,5407088,48692700,54099788,0,0,0.0,0.0,
40171,BAJFINANCE,236162,463250,699412,0,0,0.0,0.0,
40171,BANKNIFTY,171935,115114,287049,0,0,0.0,0.0,
40171,JUBLFOOD,24335,59900,84235,0,0,0.0,0.0,
40171,MARUTI,220977,335420,556397,0,0,0.0,0.0,
40171,NIFTY,0,378450,378450,0,0,0.0,0.0,
40171,SUNTV,484834,2282775,2767609,0,0,0.0,0.0,
40176,ADANIPORTS,615720,3388800,4004520,0,0,0.0,0.0,
40177,ADANIENT,68269,427975,496244,0,0,0.0,0.0,
40177,ADANIPORTS,76965,423600,500565,0,0,0.0,0.0,
40177,AXISBANK,74571,371184,445755,0,0,0.0,0.0,
40177,FINNIFTY,0,1620,1620,0,0,0.0,0.0,
40177,HDFC,281541,1225440,1506981,0,0,0.0,0.0,
40177,HDFCBANK,93419,377998,471417,0,0,0.0,0.0,
40177,ICICIBANK,134312,567971,702283,0,0,0.0,0.0,
40177,INFY,171743,712440,884183,0,0,0.0,0.0,
40177,MARUTI,147318,315634,462952,0,0,0.0,0.0,
40177,NIFTY,1740198,8244505,9984703,0,0,0.0,0.0,
40177,RELIANCE,366464,1612680,1979144,0,0,0.0,0.0,
40177,TATAMOTORS,907445,1597596,2505041,0,0,0.0,0.0,
40177,TATAPOWER,317661,1925370,2243031,0,0,0.0,0.0,
40177,TCS,462687,1893567,2356254,0,0,0.0,0.0,
40177,TITAN,749421,749962,1499384,0,0,0.0,0.0,
40177C,FINNIFTY,0,41314,41314,0,0,0.0,0.0,
40177C,NIFTY,37025,45876,82901,0,0,0.0,0.0,
40177E,FINNIFTY,399711,1244356,1751813,0,0,0.0,107746.0,
40177E,NIFTY,0,170292,233365,0,0,0.0,63072.5,
40177F,BANKNIFTY,8596789,3709160,12305950,0,0,0.0,0.0,
40177F,FINNIFTY,2767233,1477200,4244433,0,0,0.0,0.0,
40177F,NIFTY,3110142,3929682,7039824,0,0,0.0,0.0,
40177N,BANKNIFTY,0,438780,438780,0,0,0.0,0.0,
40177N,FINNIFTY,445832,1220024,1665856,0,0,0.0,0.0,
40177R,BANKNIFTY,2321133,5718406,8039539,0,0,0.0,0.0,
40177R,FINNIFTY,0,189616,189616,0,0,0.0,0.0,
40177R,NIFTY,111076,137628,248704,0,0,0.0,0.0,
40189,NIFTY,0,7850,7850,0,0,0.0,0.0,
40214,BPCL,61321,284634,345955,0,0,0.0,0.0,
40214,INFY,34348,142488,176836,0,0,0.0,0.0,
40218,ABCAPITAL,51143,298080,349223,0,0,0.0,0.0,
40218,ADANIPORTS,1346887,4385862,5732750,0,0,0.0,0.0,
40218,AMBUJACEM,35572,225197,260770,0,0,0.0,0.0,
40218,APOLLOTYRE,179585,474530,654115,0,0,0.0,0.0,
40218,ASHOKLEY,78093,450300,528393,0,0,0.0,0.0,
40218,ASIANPAINT,261084,881158,1142242,0,0,0.0,0.0,
40218,AXISBANK,74571,221616,220347,0,0,0.0,-75840.0,
40218,BAJAJ-AUTO,63704,163050,226754,0,0,0.0,0.0,
40218,BANKBARODA,171836,653386,825222,0,0,0.0,0.0,
40218,BANKNIFTY,3223796,1214243,4459980,0,0,0.0,21941.25,
40218,BEL,64129,195624,259753,0,0,0.0,0.0,
40218,BHARATFORG,474348,1712400,2186748,0,0,0.0,0.0,
40218,BHEL,180699,70665,251364,0,0,0.0,0.0,
40218,BPCL,20440,94878,115318,0,0,0.0,0.0,
40218,CUMMINSIND,173785,384480,558265,0,0,0.0,0.0,
40218,DRREDDY,57987,53913,111901,0,0,0.0,0.0,
40218,EICHERMOT,209113,771305,980419,0,0,0.0,0.0,
40218,FEDERALBNK,92785,194349,287135,0,0,0.0,0.0,
40218,GNFC,27627,212433,240060,0,0,0.0,0.0,
40218,GUJGASLTD,86117,225075,311192,0,0,0.0,0.0,
40218,HAL,623817,1601911,2225729,0,0,0.0,0.0,
40218,HDFCBANK,560515,1509937,2070452,0,0,0.0,0.0,
40218,HINDALCO,82897,316318,399216,0,0,0.0,0.0,
40218,ICICIBANK,89541,223588,313130,0,0,0.0,0.0,
40218,IEX,118400,282750,401150,0,0,0.0,0.0,
40218,INDHOTEL,453279,821372,1274652,0,0,0.0,0.0,
40218,INDUSINDBK,243058,585976,829035,0,0,0.0,0.0,
40218,INFY,377835,839010,1216845,0,0,0.0,0.0,
40218,IRCTC,44204,165287,209491,0,0,0.0,0.0,
40218,ITC,876612,1599872,2476484,0,0,0.0,0.0,
40218,KOTAKBANK,53995,139824,193819,0,0,0.0,0.0,
40218,M&M,556012,1365791,1921803,0,0,0.0,0.0,
40218,MARUTI,820774,2145798,2966572,0,0,0.0,0.0,
40218,NTPC,67730,122550,190280,0,0,0.0,0.0,
40218,ONGC,37878,98175,136053,0,0,0.0,0.0,
40218,PNB,120064,48640,168704,0,0,0.0,0.0,
40218,RELIANCE,412272,747005,1134027,0,0,0.0,-25250.0,
40218,SBIN,542104,1919955,2462059,0,0,0.0,0.0,
40218,SUNPHARMA,354610,874993,1229603,0,0,0.0,0.0,
40218,TATACOMM,136095,368240,504335,0,0,0.0,0.0,
40218,TATAMOTORS,2419855,9996717,12416572,0,0,0.0,0.0,
