ClientCode,Symbol,EXPO_Margin,SPAN_Margin,Total_Margin,FUT_MTM,OPT_MTM,FNO_MTM,PRM_MRG,
A2268,ADANIPORTS,153930,423787,577717,0,0,0,0,
A2268,BANKNIFTY,0,29551,59102,0,0,0,29551,
A2268,BHARATFORG,29646,102060,131706,0,0,0,0,
A2268,BPCL,40880,189756,230636,0,0,0,0,
A2268,CANBK,0,0,0,0,0,0,0,
A2268,NIFTY,0,38650,187500,0,0,0,148850,
A2268,TATAMOTORS,21605,74727,96332,0,0,0,0,
A2268,WIPRO,70490,303400,373890,0,0,0,0,
A2684,ABCAPITAL,102286,-101898,-16891,0,0,0,-17280,
A2684,ACC,65815,298177,363992,0,0,0,0,
A2684,ADANIENT,1672596,3691642,5354064,0,0,0,-10175,
A2684,ADANIPORTS,76965,423600,500565,0,0,0,0,
A2684,AMBUJACEM,106718,975455,1082174,0,0,0,0,
A2684,APOLLOHOSP,0,0,0,0,0,0,0,
A2684,ASHOKLEY,26031,-8250,-28218,0,0,0,-46000,
A2684,AUBANK,89285,535840,625125,0,0,0,0,
A2684,BAJFINANCE,59040,317387,376428,0,0,0,0,
A2684,BANKBARODA,0,0,0,0,0,0,0,
A2684,BANKNIFTY,14528575,25635803,36509595,0,0,0,-3654783,
A2684,BHARTIARTL,168946,684114,853060,0,0,0,0,
A2684,BHEL,3794694,3305400,7626144,0,0,0,526050,
A2684,COALINDIA,0,0,0,0,0,0,0,
A2684,CONCOR,106813,-74070,-531307,0,0,0,-564050,
A2684,DELTACORP,239900,402730,732790,0,0,0,90160,
A2684,DIXON,0,0,0,0,0,0,0,
A2684,DLF,160325,48807,-205924,0,0,0,-415057,
A2684,ESCORTS,0,60610,-457930,0,0,0,-518540,
A2684,GMRINFRA,32051,95400,126326,0,0,0,-1125,
A2684,HDFCBANK,31139,125999,157139,0,0,0,0,
A2684,HINDCOPPER,0,-17844,84710,0,0,0,102555,
A2684,IBULHSGFIN,1305517,1826080,3650197,0,0,0,518600,
A2684,IDFCFIRSTB,30476,208500,257726,0,0,0,18750,
A2684,IEX,493335,976500,1857960,0,0,0,388125,
A2684,INDUSINDBK,56090,12253,214368,0,0,0,146025,
A2684,ITC,38113,155712,193825,0,0,0,0,
A2684,L&TFH,54284,101376,167708,0,0,0,12047,
A2684,LTI,51852,297411,349263,0,0,0,0,
A2684,LUPIN,0,0,0,0,0,0,0,
A2684,MANAPPURAM,118860,-65100,5159,0,0,0,-48600,
A2684,MCDOWELL-N,38909,199131,251384,0,0,0,13343,
A2684,METROPOLIS,30371,193367,223739,0,0,0,0,
A2684,MFSL,106020,498335,548911,0,0,0,-55445,
A2684,MRF,62933,290962,353896,0,0,0,0,
A2684,NAVINFLUOR,68537,377343,445880,0,0,0,0,
A2684,NIFTY,1203328,4540994,5759503,0,0,0,15180,
A2684,OBEROIRLTY,109576,669795,779371,0,0,0,0,
A2684,PEL,23673,156106,179779,0,0,0,0,
A2684,PNB,600320,745920,1430240,0,0,0,84000,
A2684,RBLBANK,0,0,0,0,0,0,0,
A2684,RECLTD,274806,-27200,306806,0,0,0,59200,
A2684,SBIN,127554,563940,691494,0,0,0,0,
A2684,SRF,89723,491411,581135,0,0,0,0,
A2684,TATAMOTORS,1642044,10416294,12058338,0,0,0,0,
A2684,TATAPOWER,79415,443542,343407,0,0,0,-179550,
A2684,TCS,17795,72829,90625,0,0,0,0,
A2684,TITAN,1430714,6423637,7854351,0,0,0,0,
A2684,ZEEL,0,-4950,59850,0,0,0,64800,
A2689,AMBUJACEM,2774690,25361855,28136546,0,0,0,0,
A2689,BANKNIFTY,4298395,7463097,11328292,0,0,0,-433200,
A2689,DEEPAKNTR,36899,234710,271609,0,0,0,0,
A2689,HINDUNILVR,452934,1844007,2296941,0,0,0,0,
A2689,ICICIBANK,134312,567971,702283,0,0,0,0,
A2689,IDEA,39445,380800,420245,0,0,0,0,
A2689,MCDOWELL-N,116727,557362,674089,0,0,0,0,
A2689,MPHASIS,109673,602043,711717,0,0,0,0,
A2689,NESTLEIND,109364,451862,561226,0,0,0,0,
A2689,NIFTY,3998754,17375875,21573629,0,0,0,199000,
A2689,PNB,0,0,0,0,0,0,0,
A2689,SAIL,1050210,6922800,7973010,0,0,0,0,
A2689,SBIN,127554,566580,694134,0,0,0,0,
A2689,TATAMOTORS,345693,2185608,2531301,0,0,0,0,
A2794,ACC,0,0,0,0,0,0,0,
A2794,ADANIENT,273077,175300,448377,0,0,0,0,
A2794,ADANIPORTS,1308405,7231000,8539405,0,0,0,0,
A2794,AMBUJACEM,2418960,22110336,24529296,0,0,0,0,
A2794,BAJFINANCE,29520,-6986,22534,0,0,0,0,
A2794,BANDHANBNK,193290,-75096,118194,0,0,0,0,
A2794,BANKNIFTY,85967,286596,372564,0,0,0,0,
A2794,CONCOR,133516,425180,558696,0,0,0,0,
A2794,GNFC,0,0,0,0,0,0,0,
A2794,MARUTI,0,0,0,0,0,0,0,
A2798,ADANIPORTS,57723,143043,200767,0,0,0,0,
A2798,BHARATFORG,29646,102060,131706,0,0,0,0,
A2798,NIFTY,166614,447435,614049,0,0,0,0,
A2822,BANKNIFTY,0,162257,324515,0,0,0,162257,
AHDA465,BANKNIFTY,0,2827,5655,0,0,0,2827,
AHDA508,INFY,0,60,-435,0,0,0,-495,
AHDA508,NIFTY,0,242,-1275,0,0,0,-1517,
AHDJ216,IDEA,98612,952700,1051312,0,0,0,0,
AHDJ234,BANKNIFTY,0,0,0,0,0,0,0,
AHDJ235,BANKNIFTY,0,0,0,0,0,0,0,
AHDJ265,AMBUJACEM,71145,650304,721449,0,0,0,0,
AHDJ265,HDFCAMC,0,0,0,0,0,0,0,
AHDJ331,NIFTY,0,80,80,0,0,0,0,
AHM0180,HDFCAMC,22710,104451,127161,0,0,0,0,
AHM0180,HEROMOTOCO,28435,123885,152320,0,0,0,0,
AHM0180,JINDALSTEL,159495,1108125,1267620,0,0,0,0,
AHM0180,MANAPPURAM,23772,149880,173652,0,0,0,0,
AHM0180,NIFTY,74051,348977,423028,0,0,0,0,
AHM0180,SAIL,35007,230760,265767,0,0,0,0,
ARM036,TATASTEEL,0,7012,-28687,0,0,0,-35700,
AS815,BANKNIFTY,0,-4466,-4466,0,0,0,0,
CAV001,BANKNIFTY,0,2217,4435,0,0,0,2217,
CAV001,BPCL,0,0,0,0,0,0,0,
CAV001,HDFCLIFE,0,0,0,0,0,0,0,
CAV022,BANKNIFTY,0,2512,5024,0,0,0,2512,
CAV022,BPCL,0,0,0,0,0,0,0,
CAV022,HDFCLIFE,0,0,0,0,0,0,0,
CB108,BANKNIFTY,0,0,0,0,0,0,0,
CB108,FINNIFTY,0,1096,2192,0,0,0,1096,
CB108,NIFTY,0,0,0,0,0,0,0,
CB112,FINNIFTY,0,456,912,0,0,0,456,
CB113,FINNIFTY,0,456,912,0,0,0,456,
CB114,FINNIFTY,0,458,916,0,0,0,458,
CB116,FINNIFTY,0,460,920,0,0,0,460,
CB118,FINNIFTY,0,460,920,0,0,0,460,
CB120,FINNIFTY,0,462,924,0,0,0,462,
DKM001,NIFTY,0,265,530,0,0,0,265,
DKM002,BANKNIFTY,0,1123,2247,0,0,0,1123,
DKM005,PERSISTENT,0,697,31522,0,0,0,30825,
EA007,NIFTY,0,0,0,0,0,0,0,
HJ011,FINNIFTY,0,1594,3800,0,0,0,2206,
HJ014,AMBUJACEM,426875,3901823,4328699,0,0,0,0,
HJ014,ASHOKLEY,104125,600400,704525,0,0,0,0,
HJ014,HINDUNILVR,399648,942195,1341843,0,0,0,0,
HJ014,TITAN,510969,1420031,1931000,0,0,0,0,
HJ040,BANKNIFTY,0,966,1932,0,0,0,966,
HJ043,FINNIFTY,0,750,1500,0,0,0,750,
HM001,PFC,0,0,0,0,0,0,0,
HNK013,BANKNIFTY,21491,130063,151555,0,0,0,0,
HPV002,BANKNIFTY,515807,1428693,1944500,0,0,0,0,
JAM01036,BANKNIFTY,0,0,0,0,0,0,0,
JAM01080,BANKNIFTY,0,775,1550,0,0,0,775,
JAM01114,BANKNIFTY,0,1920,3840,0,0,0,1920,
KBS033,NIFTY,0,0,0,0,0,0,0,
KH032,WIPRO,0,-2500,-23000,0,0,0,-20500,
KH066,SIEMENS,26743,112813,139556,0,0,0,0,
KH066,WIPRO,14098,60680,74778,0,0,0,0,
KH069,HDFCAMC,22710,104451,127161,0,0,0,0,
KH069,SIEMENS,53487,225626,279113,0,0,0,0,
KH071,RELIANCE,0,0,0,0,0,0,0,
KH071,SIEMENS,53487,225626,279113,0,0,0,0,
KH109,NIFTY,0,0,0,0,0,0,0,
KH266,ASTRAL,18229,102605,120835,0,0,0,0,
KH266,KOTAKBANK,26997,112408,139405,0,0,0,0,
KH266,MANAPPURAM,23772,149880,173652,0,0,0,0,
KH266,RELIANCE,0,0,0,0,0,0,0,
KH266,TATAMOTORS,21605,137056,158662,0,0,0,0,
KH289,MANAPPURAM,23772,149880,173652,0,0,0,0,
KH289,NIFTY,18512,119571,138084,0,0,0,0,
KH289,SIEMENS,53487,225626,279113,0,0,0,0,
KH294,SIEMENS,26743,112813,139556,0,0,0,0,
KH294,TATAMOTORS,21605,137056,158662,0,0,0,0,
KH298,SIEMENS,26743,112813,139556,0,0,0,0,
KH405,MPHASIS,0,0,0,0,0,0,0,
KH405,SIEMENS,26743,112813,139556,0,0,0,0,
KL002,NIFTY,0,-35,-70,0,0,0,-35,
KL002,TATASTEEL,0,-2550,-2550,0,0,0,0,
KS117,BHEL,361399,858480,1219879,0,0,0,0,
KS117,RAIN,43744,320670,364414,0,0,0,0,
KS126,BANKNIFTY,0,3512,7025,0,0,0,3512,
KS126,POWERGRID,0,0,0,0,0,0,0,
KS126,WIPRO,42294,182040,224334,0,0,0,0,
KS145,IEX,39466,228900,268366,0,0,0,0,
KS145,INDUSTOWER,19903,117600,137503,0,0,0,0,
KS145,WIPRO,28196,121360,149556,0,0,0,0,
KS150,ADANIPORTS,38482,211800,250282,0,0,0,0,
M0225,NATIONALUM,0,0,0,0,0,0,0,
M0244,NIFTY,0,-7840,-39430,0,0,0,-31590,
M0819,NIFTY,18512,440,18865,0,0,0,-87,
MA007,NIFTY,0,-165,-165,0,0,0,0,
MA026,BANKNIFTY,0,-7297,13425,0,0,0,20722,
MA026,CANBK,0,8235,16470,0,0,0,8235,
MAL01018,NIFTY,0,-232,-422,0,0,0,-190,
MAL10002,M&MFIN,0,0,0,0,0,0,0,
MAL19010,BANKNIFTY,21491,10879,32371,0,0,0,0,
MAL19010,NIFTY,37025,-1519,35505,0,0,0,0,
MALZG008,FEDERALBNK,0,0,0,0,0,0,0,
MALZG008,INFY,0,0,0,0,0,0,0,
MALZG008,TCS,0,255,510,0,0,0,255,
MAN19003,BANKNIFTY,64475,296565,362644,0,0,0,1603,
MAS05019,BALRAMCHIN,21036,148544,169580,0,0,0,0,
MAS05019,BANKNIFTY,21491,125739,149217,0,0,0,1986,
MAS05019,CHAMBLFERT,15910,110415,126325,0,0,0,0,
MAS05019,GNFC,165765,1274598,1440363,0,0,0,0,
MAS05019,NIFTY,0,0,0,0,0,0,0,
MAS05019,TATAMOTORS,43211,274113,317324,0,0,0,0,
MAS05019,TATAPOWER,52943,320895,373838,0,0,0,0,
MAS05045,CANBK,61774,46656,108430,0,0,0,0,
MAS05045,JINDALSTEL,0,0,0,0,0,0,0,
MAS05045,RBLBANK,26258,232500,258758,0,0,0,0,
MAS09025,BANKNIFTY,0,790,1580,0,0,0,790,
MAS09025,NIFTY,0,-2937,1395,0,0,0,4332,
MAS09025,RELIANCE,0,0,0,0,0,0,0,
MAS09029,TCS,0,0,0,0,0,0,0,
MAS15082,CANBK,61774,396252,458026,0,0,0,0,
MAS44002,SAIL,17503,24600,42103,0,0,0,0,
MAS44002,SBIN,31888,22620,54508,0,0,0,0,
MAS44011,HDFCBANK,31139,125999,157139,0,0,0,0,
MAS44011,TATASTEEL,15797,94605,110402,0,0,0,0,
MAS44020,HDFCBANK,31139,125999,157139,0,0,0,0,
MAS44021,IDEA,19722,190400,210122,0,0,0,0,
MAS44021,SAIL,17503,115380,132883,0,0,0,0,
MAS44037,IRCTC,22102,139938,162040,0,0,0,0,
MAS44039,FEDERALBNK,23196,21500,44696,0,0,0,0,
MAS44050,TATAPOWER,26471,160447,186919,0,0,0,0,
MASXA003,BANKNIFTY,42983,248781,290451,0,0,0,-1313,
MASXA003,DEEPAKNTR,18449,117355,135804,0,0,0,0,
MASXA003,TATAMOTORS,21605,137056,158662,0,0,0,0,
MASXA003,TATAPOWER,26471,160447,186919,0,0,0,0,
MASYC007,BPCL,20440,94878,115318,0,0,0,0,
MASYC007,GNFC,27627,212433,240060,0,0,0,0,
MASYV005,INFY,17174,58140,75314,0,0,0,0,
MASYV050,NIFTY,0,2537,5022,0,0,0,2484,
MB1337,BANKNIFTY,0,-3027,209300,0,0,0,212327,
MB1337,NIFTY,0,6002,97255,0,0,0,91252,
MB144,FEDERALBNK,0,-250,-250,0,0,0,0,
MB144,ITC,0,-160,-160,0,0,0,0,
MB2133,NIFTY,0,-2670,-2670,0,0,0,0,
MDS002,AXISBANK,0,-240,-18120,0,0,0,-17880,
MDS002,BAJFINANCE,0,768,-18850,0,0,0,-19618,
MDS002,BANKNIFTY,0,178418,356837,0,0,0,178418,
MDS002,ICICIBANK,0,550,-13750,0,0,0,-14300,
MDS002,KOTAKBANK,0,400,-16180,0,0,0,-16580,
MDS002,MARUTI,0,-334,-17635,0,0,0,-17300,
MDS002,RELIANCE,0,-7000,-25675,0,0,0,-18675,
MDS002,SBIN,0,525,-8850,0,0,0,-9375,
MDS002,TATAMOTORS,0,-641,-14250,0,0,0,-13608,
MDS002,WIPRO,0,-850,-10300,0,0,0,-9450,
MDS004,BANKNIFTY,0,160787,321575,0,0,0,160787,
MDS005,BANKNIFTY,0,159317,318635,0,0,0,159317,
MDS007,BANKNIFTY,0,17962,35925,0,0,0,17962,
MDS009,BANKNIFTY,0,17897,35795,0,0,0,17897,
MDS010,BANKNIFTY,0,3948,7897,0,0,0,3948,
MDS012,BANKNIFTY,0,39845,79690,0,0,0,39845,
MDS016,BANKNIFTY,0,3938,7877,0,0,0,3938,
MHM01045,BAJAJFINSV,57179,313000,370179,0,0,0,0,
MHM01045,CHAMBLFERT,15910,110415,126325,0,0,0,0,
MHM01045,DELTACORP,26655,132020,158675,0,0,0,0,
MHM01045,GODREJCP,30077,141180,171257,0,0,0,0,
MHM01045,HAL,45412,248776,294188,0,0,0,0,
MHM01045,HDFC,28154,122544,150698,0,0,0,0,
MHM01045,HDFCAMC,22710,104451,127161,0,0,0,0,
MHM01045,INDIACEM,24456,180148,204604,0,0,0,0,
MHM01045,JSWSTEEL,34312,190390,224703,0,0,0,0,
MHM01045,KOTAKBANK,26997,112408,139405,0,0,0,0,
MHM01045,L&TFH,27142,175267,202409,0,0,0,0,
MHM01045,LUPIN,21412,103215,124628,0,0,0,0,
MHM01045,POLYCAB,26776,133692,160468,0,0,0,0,
MHM01045,TATAPOWER,105887,641790,747677,0,0,0,0,
MHM01105,NIFTY,0,-23510,-23510,0,0,0,0,
MHM01179,AMBUJACEM,0,0,0,0,0,0,0,
MHM01179,BAJAJFINSV,28589,156500,185089,0,0,0,0,
MHM01179,BANDHANBNK,0,0,0,0,0,0,0,
MHM01179,DIVISLAB,0,0,0,0,0,0,0,
MHM01179,GODREJPROP,0,0,0,0,0,0,0,
MHM01179,IRCTC,0,0,0,0,0,0,0,
MHM01179,LT,0,0,0,0,0,0,0,
MHM01179,MUTHOOTFIN,0,0,0,0,0,0,0,
MHM01179,NAUKRI,0,0,0,0,0,0,0,
MHM01179,SAIL,0,0,0,0,0,0,0,
MHM01179,SRF,0,0,0,0,0,0,0,
MHM01179,TECHM,0,0,0,0,0,0,0,
MHM01213,FSL,0,0,0,0,0,0,0,
MHM01213,GAIL,0,0,0,0,0,0,0,
MHM01213,HINDPETRO,0,0,0,0,0,0,0,
MHM01213,IRCTC,154714,979571,1134285,0,0,0,0,
MHMZB001,ONGC,0,-1155,-1155,0,0,0,0,
MHMZB081,TATASTEEL,0,-2550,-2550,0,0,0,0,
MK010,ESCORTS,0,0,0,0,0,0,0,
MK027,BANKNIFTY,0,4055,55805,0,0,0,51750,
MM650,TCS,41523,170768,212291,0,0,0,0,
MM681,TCS,62284,256152,318437,0,0,0,0,
MM736,TCS,41523,170768,212291,0,0,0,0,
MM835,ADANIENT,34134,213987,248122,0,0,0,0,
MM835,NIFTY,1221841,3694785,4916626,0,0,0,0,
MMM66008,BANKNIFTY,0,-1342,-3329,0,0,0,-1987,
MMM66008,NIFTY,0,590,4172,0,0,0,3582,
MNTZH002,BANKNIFTY,0,-370,-370,0,0,0,0,
MNTZH002,EXIDEIND,0,0,0,0,0,0,0,
MNTZH002,NIFTY,0,5717,13085,0,0,0,7367,
MNTZM002,AXISBANK,0,0,0,0,0,0,0,
MNTZM002,ESCORTS,0,0,0,0,0,0,0,
MNTZM002,IEX,0,0,0,0,0,0,0,
MNTZM002,JSWSTEEL,0,0,0,0,0,0,0,
MNTZM002,L&TFH,0,0,0,0,0,0,0,
MNTZM002,LT,0,0,0,0,0,0,0,
MNTZM002,LTI,0,-97,-97,0,0,0,0,
MNTZM002,MARUTI,0,0,0,0,0,0,0,
MNTZM002,RBLBANK,0,0,0,0,0,0,0,
MNTZM002,TCS,0,0,0,0,0,0,0,
MTJ01010,BANKNIFTY,0,-456,-456,0,0,0,0,
MTJ01010,BHEL,0,-1050,-1050,0,0,0,0,
MTJ01010,NIFTY,0,-4937,-4937,0,0,0,0,
MU1TJPP001,ACC,0,5250,5250,0,0,0,0,
MU1TJPP001,BOSCHLTD,177834,501028,678862,0,0,0,0,
MU1TJPP001,BSOFT,0,4940,4940,0,0,0,0,
MU1TJPP001,GODREJPROP,58578,373788,432367,0,0,0,0,
MU1TJPP001,L&TFH,0,12493,12493,0,0,0,0,
MU1TJPP001,LAURUSLABS,0,-6435,-6435,0,0,0,0,
MU1TJPP001,LUPIN,0,7055,7055,0,0,0,0,
MU1TJPP001,NIFTY,18512,87030,105543,0,0,0,0,
MU1TJPP001,RELIANCE,160328,101405,355420,0,0,0,93687,
MU1TJPP001,TCS,0,-3660,-3660,0,0,0,0,
MU1TJPP001,ULTRACEMCO,0,-15979,-15979,0,0,0,0,
NK008,BANKNIFTY,0,-8583,-17167,0,0,0,-8583,
NRD001,BANKNIFTY,0,19801,39602,0,0,0,19801,
NRD009,BANKNIFTY,0,56250,112500,0,0,0,56250,
PJ045,BANKNIFTY,0,-1250,-2500,0,0,0,-1250,
PKR020,ICICIGI,17245,73036,90281,0,0,0,0,
PKR027,SIEMENS,26743,112813,139556,0,0,0,0,
PN004,GMRINFRA,0,0,0,0,0,0,0,
PN004,TECHM,0,-420,-420,0,0,0,0,
PV805,NIFTY,0,217,5617,0,0,0,5400,
RJ02011,BANKNIFTY,0,0,0,0,0,0,0,
RJ027022,BANKNIFTY,0,0,0,0,0,0,0,
RJ027049,BANKNIFTY,0,0,0,0,0,0,0,
RJ029005,BANKNIFTY,21491,129913,151405,0,0,0,0,
RJ06012,BANKNIFTY,0,0,0,0,0,0,0,
RJ06016,BANKNIFTY,0,0,0,0,0,0,0,
RJ06022,BANKNIFTY,21491,44935,66427,0,0,0,0,
SKB015,BANKNIFTY,42983,19784,62768,0,0,0,0,
SKB041,BANKNIFTY,42983,19784,62768,0,0,0,0,
SSM101,EICHERMOT,0,1680,1680,0,0,0,0,
SSM101,IRCTC,0,2887,2887,0,0,0,0,
SSM101,NIFTY,92563,303349,395913,0,0,0,0,
SSM101,RELIANCE,0,37400,124100,0,0,0,86700,
SSM101,TATAMOTORS,0,1139,1139,0,0,0,0,
SSM101,TATAPOWER,0,-5400,-5400,0,0,0,0,
SSM135,TATAPOWER,0,-506,-506,0,0,0,0,
SSM171,ACC,0,0,0,0,0,0,0,
SSM171,ADANIPORTS,19241,-1968,17272,0,0,0,0,
SSM171,HDFCAMC,0,-1575,-1575,0,0,0,0,
SSM171,INFY,0,-15,20835,0,0,0,20850,
SSM171,ITC,0,-719,-719,0,0,0,0,
SSM171,LT,0,-1005,-19755,0,0,0,-18750,
SSM171,M&M,0,-1995,-1995,0,0,0,0,
SSM171,MUTHOOTFIN,0,0,11100,0,0,0,11100,
SSM171,NIFTY,0,-1535,-1535,0,0,0,0,
SSM171,SHREECEM,0,3622,25291,0,0,0,21668,
SSM171,TATACHEM,0,475,475,0,0,0,0,
SSM171,TATAMOTORS,0,-142,-142,0,0,0,0,
SSM171,TITAN,0,-506,11362,0,0,0,11868,
SSM171,ZEEL,27237,450,34437,0,0,0,6750,
SSM189,TATACHEM,0,475,475,0,0,0,0,
SSM189,TATAMOTORS,21605,213,21819,0,0,0,0,
SSM189,TATAPOWER,0,-2700,-2700,0,0,0,0,
SSM234,BHARATFORG,0,6600,6600,0,0,0,0,
SSM234,CUMMINSIND,0,-4260,-4260,0,0,0,0,
SSM234,EICHERMOT,0,1680,1680,0,0,0,0,
SSM234,IEX,0,-9562,-9562,0,0,0,0,
SSM234,IRCTC,0,2887,2887,0,0,0,0,
SSM234,TATACHEM,0,950,950,0,0,0,0,
SSM234,TATAMOTORS,0,9191,73316,0,0,0,64125,
SSM234,TATAPOWER,0,-2700,-2700,0,0,0,0,
SSS014,COFORGE,0,195,195,0,0,0,0,
SSS014,PERSISTENT,0,1507,6382,0,0,0,4875,
SSY333,CUMMINSIND,0,-4260,-4260,0,0,0,0,
SSY333,EICHERMOT,0,1680,1680,0,0,0,0,
SSY333,TATAMOTORS,0,9191,73316,0,0,0,64125,
SV008,LT,0,-225,-225,0,0,0,0,
TG0044,BANKNIFTY,0,0,0,0,0,0,0,
TG0084,BANKNIFTY,0,292,584,0,0,0,292,
TG0320,NIFTY,92563,435152,527716,0,0,0,0,
TG0321,NIFTY,111076,520,111596,0,0,0,0,
TG0331,BANKNIFTY,0,76,152,0,0,0,76,
TG0331,NIFTY,0,0,0,0,0,0,0,
TG0335,BANKNIFTY,0,-16227,-59760,0,0,0,-43532,
TM0001,BANKNIFTY,0,0,0,0,0,0,0,
V01037,BANKNIFTY,0,-11452,-62805,0,0,0,-51352,
V01037,NIFTY,0,-8552,45720,0,0,0,54272,
V03036,BANKNIFTY,0,138,1646,0,0,0,1507,
V03036,NIFTY,0,-1610,-8882,0,0,0,-7272,
V11020,ASIANPAINT,0,0,0,0,0,0,0,
V11020,BAJFINANCE,0,-143,16106,0,0,0,16250,
V11020,MARUTI,0,520,2430,0,0,0,1910,
V11020,NIFTY,0,0,0,0,0,0,0,
V18003,BANKNIFTY,644759,1792151,2436910,0,0,0,0,
V18034,BANKNIFTY,0,297,595,0,0,0,297,
V20015,NIFTY,0,-1650,-1650,0,0,0,0,
V20098,BANKNIFTY,0,62,4795,0,0,0,4732,
V22061,BANKNIFTY,0,108,217,0,0,0,108,
V25009,BANKNIFTY,0,238,238,0,0,0,0,
V25009,SBIN,0,0,0,0,0,0,0,
V25079,BANKNIFTY,0,0,0,0,0,0,0,
V25079,RELIANCE,0,9000,18000,0,0,0,9000,
V27002,FINNIFTY,0,-1770,-2030,0,0,0,-260,
VJ375,NIFTY,0,-970,-970,0,0,0,0,
VJ398,BANKNIFTY,0,-792,-792,0,0,0,0,
VRM004,BERGEPAINT,0,660,660,0,0,0,0,
VRM004,HINDCOPPER,0,-860,-860,0,0,0,0,
VRM148,ACC,877537,3975700,4853237,0,0,0,0,
VRM148,DLF,137421,818631,956052,0,0,0,0,
VRM148,IDEA,19722,191100,210822,0,0,0,0,
VRM148,IEX,118400,686700,805100,0,0,0,0,
VRM148,MOTHERSON,277452,1729080,2006532,0,0,0,0,
VRM148,WIPRO,352450,1517000,1869450,0,0,0,0,
VRM152,BANKNIFTY,0,-180,-360,0,0,0,-180,
VRM155,BANKNIFTY,0,-1388,-2777,0,0,0,-1388,
VRM155,CANBK,0,0,0,0,0,0,0,
VRM155,NAUKRI,0,12737,102025,0,0,0,89287,
VRM155,PFC,0,-42160,-176700,0,0,0,-134540,
VRM158,BANKNIFTY,0,5418,10837,0,0,0,5418,
VRM164,BANKNIFTY,0,3372,9701,0,0,0,6328,
VRM164,CANBK,0,0,0,0,0,0,0,
VRM164,NAUKRI,0,3881,46037,0,0,0,42156,
YSM001,BANKNIFTY,0,0,0,0,0,0,0,
ZH035,BANDHANBNK,0,0,0,0,0,0,0,
ZH036,BANDHANBNK,55225,376272,431497,0,0,0,0,
ZH043,BANDHANBNK,55225,376272,431497,0,0,0,0,
ZH079,BANDHANBNK,55225,376272,431497,0,0,0,0,
19719,BANKNIFTY,0,5190,5690,0,0,0,500,
19719,INDUSINDBK,0,0,0,0,0,0,0,
19719,MFSL,0,0,0,0,0,0,0,
6405,AARTIIND,0,1912,-45135,0,0,0,-47047,
6405,AUROPHARMA,0,50,100,0,0,0,50,
6405,BAJAJ-AUTO,0,0,0,0,0,0,0,
6405,DRREDDY,0,-7606,-15212,0,0,0,-7606,
6405,GRANULES,0,-11800,-23600,0,0,0,-11800,
6405,GRASIM,28846,125808,154655,0,0,0,0,
6405,ICICIGI,0,5822,11645,0,0,0,5822,
6405,IGL,0,-3781,-7562,0,0,0,-3781,
6405,JINDALSTEL,113925,792562,907987,0,0,0,1500,
6405,JSWSTEEL,343129,229972,291694,0,0,0,-281407,
6405,LALPATHLAB,21245,22697,54155,0,0,0,10212,
6405,MANAPPURAM,0,-899,-28499,0,0,0,-27599,
6405,MUTHOOTFIN,0,0,-36000,0,0,0,-36000,
6405,PIDILITIND,0,887,-14575,0,0,0,-15462,
6405,SHREECEM,20303,94083,114387,0,0,0,0,
6405,UBL,0,-5360,-48240,0,0,0,-42880,
A0017,RAMCOCEM,117229,596037,713266,0,0,0,0,
A0020,ACC,0,0,0,0,0,0,0,
A0020,APOLLOTYRE,0,0,0,0,0,0,0,
A0020,BAJAJFINSV,0,0,0,0,0,0,0,
A0020,BAJFINANCE,0,0,0,0,0,0,0,
A0020,CHAMBLFERT,0,0,0,0,0,0,0,
A0020,DELTACORP,0,0,0,0,0,0,0,
A0020,HINDUNILVR,0,0,0,0,0,0,0,
A0020,IBULHSGFIN,0,-2200,-4400,0,0,0,-2200,
A0020,VEDL,171728,1198305,1370033,0,0,0,0,
A0042,ADANIENT,750961,4692160,5443121,0,0,0,0,
A0042,SAIL,175035,1150200,1325235,0,0,0,0,
A0108,BHEL,271049,526995,861044,0,0,0,63000,
A0654,NIFTY,0,5347,-2044,0,0,0,-7392,
A1675,BANKNIFTY,0,19042,36328,0,0,0,17286,
A1675,FINNIFTY,138361,411488,557444,0,0,0,7594,
A1675,NIFTY,0,-9807,-29845,0,0,0,-20037,
A1877,SBIN,95665,83055,178495,0,0,0,-225,
A2221,TCS,62284,195767,285877,0,0,0,27825,
A2684,FINNIFTY,0,20586,-729828,0,0,0,-750414,
A2684,GODREJPROP,0,-1446,-8206,0,0,0,-6760,
A2684,IGL,0,-8043,-36712,0,0,0,-28668,
A2684,IRCTC,640959,-47031,458084,0,0,0,-135843,
AHM0102,BANKNIFTY,0,891,1782,0,0,0,891,
AHM0142,BANKNIFTY,0,311,622,0,0,0,311,
ARM045,RELIANCE,0,-50750,-354300,0,0,0,-303550,
HJ011,BAJFINANCE,0,587,1175,0,0,0,587,
HJ040,FINNIFTY,0,116,232,0,0,0,116,
KH038,WIPRO,0,-800,-5800,0,0,0,-5000,
KH066,BANKNIFTY,0,0,0,0,0,0,0,
KH298,BANKNIFTY,0,0,0,0,0,0,0,
KH298,INDUSINDBK,18696,116927,135624,0,0,0,0,
KH353,IEX,0,0,0,0,0,0,0,
KH405,TATACONSUM,0,0,0,0,0,0,0,
KS055,NIFTY,0,287,575,0,0,0,287,
KS055,RELIANCE,0,1887,3775,0,0,0,1887,
