40177R,NSEFO,60784,OPTIDX,BANKNIFTY,20121124,42500.0,CE,-25,8792.5,254.75,1467.5,5608,0,0,-1550,396330.0,0.0,0.0,0.0,0.0,0.0,1467.5,
40177R,NSEFO,60792,OPTIDX,BANKNIFTY,20121124,42700.0,PE,-50,18292.5,468.4,-33536.25,5609,0,0,-200,60143.75,0.0,0.0,0.0,0.0,0.0,-33536.25,
40177R,NSEFO,60788,OPTIDX,BANKNIFTY,20121124,42500.0,PE,-100,27005.0,352.4,-27156.25,5610,0,0,-200,43323.75,0.0,0.0,0.0,0.0,0.0,-27156.25,
40177R,NSEFO,60783,OPTIDX,BANKNIFTY,20121124,42400.0,PE,-50,11510.0,302.05,-23795.0,5611,0,0,-200,36615.0,0.0,0.0,0.0,0.0,0.0,-23795.0,
40177R,NSEFO,60812,OPTIDX,BANKNIFTY,20121124,42900.0,CE,-50,8152.500000000001,107.0,98831.25,5612,0,0,-1700,280731.25,0.0,0.0,0.0,0.0,0.0,98831.25,
40177R,NSEFO,38766,OPTIDX,BANKNIFTY,20121124,43100.0,CE,-50,5017.5,64.35,11230.000000000002,5613,0,0,-200,24100.0,0.0,0.0,0.0,0.0,0.0,11230.000000000002,
40177R,NSEFO,38799,OPTIDX,BANKNIFTY,20121124,43200.0,CE,-75,5737.5,49.65,19393.75,5615,0,0,-1500,93868.75,0.0,0.0,0.0,0.0,0.0,19393.75,
40177R,NSEFO,38802,OPTIDX,BANKNIFTY,20121124,43300.0,CE,-50,2922.5,38.6,21833.75,5617,0,0,-200,29553.75,0.0,0.0,0.0,0.0,0.0,21833.75,
40177R,NSEFO,60748,OPTIDX,BANKNIFTY,20121124,41900.0,PE,-25,2358.75,126.0,-9701.25,5618,0,0,-600,65898.75,0.0,0.0,0.0,0.0,0.0,-9701.25,
40177R,NSEFO,38804,OPTIDX,BANKNIFTY,20121124,43400.0,CE,-100,4440.0,30.0,4435.0,5620,0,0,-200,10435.0,0.0,0.0,0.0,0.0,0.0,4435.0,
40177R,NSEFO,60746,OPTIDX,BANKNIFTY,20121124,41800.0,PE,-50,3915.0,104.2,-9096.25,5621,0,0,-200,11743.75,0.0,0.0,0.0,0.0,0.0,-9096.25,
40177R,NSEFO,59661,OPTIDX,FINNIFTY,20121122,19000.0,PE,-80,4900.0,76.45,-671.9999999999982,5830,0,0,0,-671.9999999999982,0.0,0.0,0.0,0.0,0.0,-671.9999999999982,
40177R,NSEFO,59664,OPTIDX,FINNIFTY,20121122,19200.0,CE,-40,2604.0,36.4,3372.0,5832,0,0,0,3372.0,0.0,0.0,0.0,0.0,0.0,3372.0,
40177R,NSEFO,61359,OPTIDX,NIFTY,20121124,18000.0,PE,900,-16695.0,27.2,-3660.0,6049,0,0,0,-3660.0,0.0,0.0,0.0,0.0,0.0,-3660.0,
40177R,NSEFO,61392,OPTIDX,NIFTY,20121124,18400.0,PE,-50,6287.5,168.4,-27174.999999999993,6073,0,0,0,-27174.999999999993,0.0,0.0,0.0,0.0,0.0,-27174.999999999993,
40177R,NSEFO,61407,OPTIDX,NIFTY,20121124,18650.0,CE,500,-7525.0,11.9,-24742.5,6680,0,0,0,-24742.5,0.0,0.0,0.0,0.0,0.0,-24742.5,
40177R,NSEFO,61357,OPTIDX,NIFTY,20121124,17950.0,PE,600,-10170.0,20.75,64207.5,6681,0,0,0,64207.5,0.0,0.0,0.0,0.0,0.0,64207.5,
40177R,NSEFO,61358,OPTIDX,NIFTY,20121124,18000.0,CE,-100,36135.0,326.05,29587.5,6682,0,0,0,29587.5,0.0,0.0,0.0,0.0,0.0,29587.5,
40177R,NSEFO,61403,OPTIDX,NIFTY,20121124,18600.0,PE,-150,42405.0,318.85,-33907.5,6683,0,0,0,-33907.5,0.0,0.0,0.0,0.0,0.0,-33907.5,
40177R,NSEFO,61365,OPTIDX,NIFTY,20121124,18050.0,CE,-100,31710.000000000004,284.0,27797.5,6684,0,0,0,27797.5,0.0,0.0,0.0,0.0,0.0,27797.5,
40177R,NSEFO,61400,OPTIDX,NIFTY,20121124,18550.0,PE,-150,36495.0,276.95,-32019.999999999993,6685,0,0,0,-32019.999999999993,0.0,0.0,0.0,0.0,0.0,-32019.999999999993,
40177R,NSEFO,61369,OPTIDX,NIFTY,20121124,18100.0,CE,-200,55060.0,244.0,25752.5,6686,0,0,0,25752.5,0.0,0.0,0.0,0.0,0.0,25752.5,
40177R,NSEFO,61396,OPTIDX,NIFTY,20121124,18500.0,PE,-50,10322.5,237.95,-29805.000000000007,6687,0,0,0,-29805.000000000007,0.0,0.0,0.0,0.0,0.0,-29805.000000000007,
40177R,NSEFO,61375,OPTIDX,NIFTY,20121124,18150.0,CE,-50,11782.5,206.9,23590.0,6688,0,0,0,23590.0,0.0,0.0,0.0,0.0,0.0,23590.0,
40177R,NSEFO,61394,OPTIDX,NIFTY,20121124,18450.0,PE,-50,8660.0,201.2,-27402.5,6689,0,0,0,-27402.5,0.0,0.0,0.0,0.0,0.0,-27402.5,
40177R,NSEFO,61383,OPTIDX,NIFTY,20121124,18200.0,CE,-50,9937.5,172.5,21537.5,6690,0,0,0,21537.5,0.0,0.0,0.0,0.0,0.0,21537.5,
40177R,NSEFO,61385,OPTIDX,NIFTY,20121124,18250.0,CE,-50,8220.0,141.2,18245.0,6691,0,0,0,18245.0,0.0,0.0,0.0,0.0,0.0,18245.0,
40177R,NSEFO,61387,OPTIDX,NIFTY,20121124,18300.0,CE,-50,6662.5,112.55,29935.0,6692,0,0,0,29935.0,0.0,0.0,0.0,0.0,0.0,29935.0,
40177R,NSEFO,61388,OPTIDX,NIFTY,20121124,18300.0,PE,-150,14325.0,114.1,-32777.5,6693,0,0,0,-32777.5,0.0,0.0,0.0,0.0,0.0,-32777.5,
40177R,NSEFO,61386,OPTIDX,NIFTY,20121124,18250.0,PE,-100,7650.0,92.15,-24630.0,6694,0,0,-500,21445.0,0.0,0.0,0.0,0.0,0.0,-24630.0,
40177R,NSEFO,61391,OPTIDX,NIFTY,20121124,18400.0,CE,-500,40750.0,66.45,11417.5,6695,0,0,0,11417.5,0.0,0.0,0.0,0.0,0.0,11417.5,
40177R,NSEFO,61384,OPTIDX,NIFTY,20121124,18200.0,PE,-150,9060.0,73.7,-14422.5,6696,0,0,0,-14422.5,0.0,0.0,0.0,0.0,0.0,-14422.5,
40177R,NSEFO,61393,OPTIDX,NIFTY,20121124,18450.0,CE,-100,6140.0,49.45,8707.5,6697,0,0,0,8707.5,0.0,0.0,0.0,0.0,0.0,8707.5,
40177R,NSEFO,61376,OPTIDX,NIFTY,20121124,18150.0,PE,-100,4725.0,58.1,-12125.0,6698,0,0,0,-12125.0,0.0,0.0,0.0,0.0,0.0,-12125.0,
40177R,NSEFO,61395,OPTIDX,NIFTY,20121124,18500.0,CE,-200,8970.0,35.95,6270.0,6699,0,0,0,6270.0,0.0,0.0,0.0,0.0,0.0,6270.0,
40177R,NSEFO,61370,OPTIDX,NIFTY,20121124,18100.0,PE,-300,11070.0,45.3,-10020.0,6700,0,0,0,-10020.0,0.0,0.0,0.0,0.0,0.0,-10020.0,
40177R,NSEFO,61399,OPTIDX,NIFTY,20121124,18550.0,CE,-600,19200.0,25.25,4440.0,6701,0,0,0,4440.0,0.0,0.0,0.0,0.0,0.0,4440.0,
40177R,NSEFO,61368,OPTIDX,NIFTY,20121124,18050.0,PE,-300,8655.0,35.15,-8007.500000000002,6702,0,0,0,-8007.500000000002,0.0,0.0,0.0,0.0,0.0,-8007.500000000002,
40177R,NSEFO,61401,OPTIDX,NIFTY,20121124,18600.0,CE,-250,5575.0,17.65,2280.0,6703,0,0,0,2280.0,0.0,0.0,0.0,0.0,0.0,2280.0,
40177R,NSEFO,61354,OPTIDX,NIFTY,20121124,17900.0,PE,600,-10290.0,15.7,1440.0,7434,0,0,0,1440.0,0.0,0.0,0.0,0.0,0.0,1440.0,
40177R,NSEFO,61356,OPTIDX,NIFTY,20121124,17950.0,CE,-100,37055.0,369.6,9355.0,7435,0,0,0,9355.0,0.0,0.0,0.0,0.0,0.0,9355.0,
