ARIHANT ,,,,,,,,,
46:Exposure Margin Report ,,,,,,,,,
Trade Date:23/09/2022 Exposure:3.50 Report Date:23/09/2022 ,,,,,,,,,
CLIENT_ID,Scrip,Net Qty,Cl.Price,Cl.Amt,Exposure Mrg,Span Mrg,Total Margin,% Margin,
14275,EO CE BANDHANBNK 29Sep22 295.0000,-3600,277.85,1000260,35009.1,0,35009.1,3.5,
14275,EO CE BANDHANBNK 29Sep22 300.0000,36000,277.85,10002600,0,0,0,0,
14275,EO CE BANDHANBNK 29Sep22 305.0000,9000,277.85,2500650,0,0,0,0,
14275,EO CE BANDHANBNK 29Sep22 310.0000,9000,277.85,2500650,0,0,0,0,
14275,EO CE BANDHANBNK 29Sep22 320.0000,10800,277.85,3000780,0,0,0,0,
14275,EO CE BANDHANBNK 29Sep22 350.0000,9000,277.85,2500650,0,0,0,0,
14275,EO PE BANDHANBNK 29Sep22 280.0000,-18000,277.85,5001300,175045.5,0,175045.5,3.5,
14275,EO CE BANKBARODA 29Sep22 135.0000,-17550,132.5,2325375,81388.13,8073,89461.13,3.85,
14275,EO CE BANKBARODA 29Sep22 140.0000,35100,132.5,4650750,0,0,0,0,
14275,IF BANKNIFTY 29Sep22,2425,39642.75,96133669,1922673.38,-5463288.5,-3540615.12,-3.68,
14275,IO CE BANKNIFTY 27Oct22 42000.0000,-700,39817.5,27872250,557445,0,557445,2,
14275,IO CE BANKNIFTY 27Oct22 43000.0000,200,39817.5,7963500,0,0,0,0,
14275,IO CE BANKNIFTY 27Oct22 44000.0000,-100,39817.5,3981750,79635,0,79635,2,
14275,IO CE BANKNIFTY 27Oct22 45000.0000,100,39817.5,3981750,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 38500.0000,-75,39642.75,2973206,59464.12,0,59464.12,2,
14275,IO CE BANKNIFTY 29Sep22 38700.0000,300,39642.75,11892825,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 38800.0000,100,39642.75,3964275,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 38900.0000,400,39642.75,15857100,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39000.0000,500,39642.75,19821375,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39100.0000,300,39642.75,11892825,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39200.0000,300,39642.75,11892825,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39300.0000,-75,39642.75,2973206,59464.12,0,59464.12,2,
14275,IO CE BANKNIFTY 29Sep22 39400.0000,300,39642.75,11892825,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39500.0000,1800,39642.75,71356950,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39600.0000,-600,39642.75,23785650,475713,0,475713,2,
14275,IO CE BANKNIFTY 29Sep22 39700.0000,300,39642.75,11892825,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39800.0000,50,39642.75,1982138,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 39900.0000,250,39642.75,9910688,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 40000.0000,1025,39642.75,40633819,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 40100.0000,-100,39642.75,3964275,79285.5,0,79285.5,2,
14275,IO CE BANKNIFTY 29Sep22 40200.0000,-2425,39642.75,96133669,1922673.38,0,1922673.38,2,
14275,IO CE BANKNIFTY 29Sep22 40300.0000,-2125,39642.75,84240844,1684816.88,0,1684816.88,2,
14275,IO CE BANKNIFTY 29Sep22 40400.0000,-2100,39642.75,83249775,1664995.5,0,1664995.5,2,
14275,IO CE BANKNIFTY 29Sep22 40500.0000,-5800,39642.75,229927950,4598559,0,4598559,2,
14275,IO CE BANKNIFTY 29Sep22 40600.0000,-4675,39642.75,185329856,3706597.12,0,3706597.12,2,
14275,IO CE BANKNIFTY 29Sep22 40700.0000,400,39642.75,15857100,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 40900.0000,200,39642.75,7928550,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 41000.0000,23600,39642.75,935568900,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 41100.0000,-1025,39642.75,40633819,812676.38,0,812676.38,2,
14275,IO CE BANKNIFTY 29Sep22 41200.0000,12800,39642.75,507427200,0,0,0,0,
14275,IO CE BANKNIFTY 29Sep22 41300.0000,13700,39642.75,543105675,0,0,0,0,
