10006,OPTIDX,BANKNIFTY,20230112,43500.00,CE,IO CE BANKNIFTY 12Jan23 43500.0000,2000,42552.4,85104800,0,13421200,13421200,15.77
10006,OPTIDX,BANKNIFTY,20230112,45000.00,CE,IO CE BANKNIFTY 12Jan23 45000.0000,-8000,42552.4,340419200,6808384,0,6808384,2
14275,FUTSTK,ABB,20230125, , ,EF ABB 25Jan23,750,2909.05,2181788,76362.58,335162.5,411525.08,18.86
14275,OPTSTK,ABB,20230125,3000.00,CE,EO CE ABB 25Jan23 3000.0000,-2250,2909.05,6545363,229087.71,0,229087.71,3.5
14275,OPTSTK,ABB,20230125,3050.00,CE,EO CE ABB 25Jan23 3050.0000,500,2909.05,1454525,0,0,0,0
14275,OPTSTK,ABB,20230125,2700.00,PE,EO PE ABB 25Jan23 2700.0000,500,2909.05,1454525,0,0,0,0
14275,FUTSTK,ABCAPITAL,20230125, , ,EF ABCAPITAL 25Jan23,10800,147.3,1590840,55679.4,315576,371255.4,23.34
14275,OPTSTK,ABCAPITAL,20230125,150.00,CE,EO CE ABCAPITAL 25Jan23 150.0000,43200,147.3,6363360,0,0,0,0
14275,FUTSTK,ABFRL,20230125, , ,EF ABFRL 25Jan23,-54600,268.4,14654640,512912.4,321802,834714.4,5.7
14275,OPTSTK,ABFRL,20230125,270.00,CE,EO CE ABFRL 25Jan23 270.0000,10400,268.4,2791360,0,0,0,0
14275,OPTSTK,ABFRL,20230125,275.00,CE,EO CE ABFRL 25Jan23 275.0000,44200,268.4,11863280,0,0,0,0
14275,OPTSTK,ABFRL,20230125,285.00,CE,EO CE ABFRL 25Jan23 285.0000,5200,268.4,1395680,0,0,0,0
14275,OPTSTK,ABFRL,20230125,260.00,PE,EO PE ABFRL 25Jan23 260.0000,-2600,268.4,697840,24424.4,0,24424.4,3.5
14275,FUTSTK,ACC,20230125, , ,EF ACC 25Jan23,-10000,2407.7,24077000,842695,3675905,4518600,18.77
14275,OPTSTK,ACC,20230125,2500.00,CE,EO CE ACC 25Jan23 2500.0000,-500,2407.7,1203850,42134.75,0,42134.75,3.5
14275,OPTSTK,ACC,20230125,2520.00,CE,EO CE ACC 25Jan23 2520.0000,500,2407.7,1203850,0,0,0,0
14275,OPTSTK,ACC,20230125,2500.00,PE,EO PE ACC 25Jan23 2500.0000,3000,2407.7,7223100,0,0,0,0
14275,FUTSTK,ADANIENT,20230125, , ,EF ADANIENT 25Jan23,-23500,3640.8,85558800,2994558,18813375,21807933,25.49
14275,OPTSTK,ADANIENT,20230125,3650.00,CE,EO CE ADANIENT 25Jan23 3650.0000,2000,3640.8,7281600,0,0,0,0
14275,OPTSTK,ADANIENT,20230125,3700.00,CE,EO CE ADANIENT 25Jan23 3700.0000,-2250,3640.8,8191800,286713,0,286713,3.5
14275,OPTSTK,ADANIENT,20230125,3900.00,CE,EO CE ADANIENT 25Jan23 3900.0000,-1250,3640.8,4551000,159285,0,159285,3.5
14275,OPTSTK,ADANIENT,20230125,4000.00,CE,EO CE ADANIENT 25Jan23 4000.0000,1000,3640.8,3640800,0,0,0,0
14275,OPTSTK,ADANIENT,20230125,4050.00,CE,EO CE ADANIENT 25Jan23 4050.0000,250,3640.8,910200,0,0,0,0
14275,OPTSTK,ADANIENT,20230125,4100.00,CE,EO CE ADANIENT 25Jan23 4100.0000,-1750,3640.8,6371400,222999,0,222999,3.5
14275,OPTSTK,ADANIENT,20230125,4150.00,CE,EO CE ADANIENT 25Jan23 4150.0000,1000,3640.8,3640800,0,0,0,0
14275,OPTSTK,ADANIENT,20230125,4550.00,CE,EO CE ADANIENT 25Jan23 4550.0000,-250,3640.8,910200,31857,0,31857,3.5
14275,OPTSTK,ADANIENT,20230125,4600.00,CE,EO CE ADANIENT 25Jan23 4600.0000,250,3640.8,910200,0,0,0,0
14275,OPTSTK,ADANIENT,20230125,3200.00,PE,EO PE ADANIENT 25Jan23 3200.0000,4500,3640.8,16383600,0,0,0,0
14275,OPTSTK,ADANIENT,20230125,3300.00,PE,EO PE ADANIENT 25Jan23 3300.0000,-4250,3640.8,15473400,541569,0,541569,3.5
14275,OPTSTK,ADANIENT,20230125,3400.00,PE,EO PE ADANIENT 25Jan23 3400.0000,-1250,3640.8,4551000,159285,0,159285,3.5
