# UserID,Deposit
'40087',100000
40087,100000
40102,100000
40110,100000
50099,100000
70005,100000
70010,100000
70011,100000
70016,100000
70017,100000
70018,100000
70022,100000
70024,100000
70026,100000
70028,100000
70029,100000
70032,100000
70035,100000
70042,100000
70044,100000
70045,100000
70047,100000
70050,100000
70051,100000
70113,100000
70021,100000
70025,100000
70049,100000
70027,100000
70046,100000
70030,100000
